/Users/davidrafanan/Desktop/training_data/IMG/center_2020_06_11_23_21_37_358.jpg, /Users/davidrafanan/Desktop/training_data/IMG/left_2020_06_11_23_21_37_358.jpg, /Users/davidrafanan/Desktop/training_data/IMG/right_2020_06_11_23_21_37_358.jpg, 0, 0, 0, 7.978619E-05
/Users/davidrafanan/Desktop/training_data/IMG/center_2020_06_11_23_21_37_477.jpg, /Users/davidrafanan/Desktop/training_data/IMG/left_2020_06_11_23_21_37_477.jpg, /Users/davidrafanan/Desktop/training_data/IMG/right_2020_06_11_23_21_37_477.jpg, 0, 0, 0, 7.781546E-05
/Users/davidrafanan/Desktop/training_data/IMG/center_2020_06_11_23_21_37_577.jpg, /Users/davidrafanan/Desktop/training_data/IMG/left_2020_06_11_23_21_37_577.jpg, /Users/davidrafanan/Desktop/training_data/IMG/right_2020_06_11_23_21_37_577.jpg, 0, 0, 0, 7.822285E-05
/Users/davidrafanan/Desktop/training_data/IMG/center_2020_06_11_23_21_37_689.jpg, /Users/davidrafanan/Desktop/training_data/IMG/left_2020_06_11_23_21_37_689.jpg, /Users/davidrafanan/Desktop/training_data/IMG/right_2020_06_11_23_21_37_689.jpg, 0, 0, 0, 7.969099E-05
/Users/davidrafanan/Desktop/training_data/IMG/center_2020_06_11_23_21_37_804.jpg, /Users/davidrafanan/Desktop/training_data/IMG/left_2020_06_11_23_21_37_804.jpg, /Users/davidrafanan/Desktop/training_data/IMG/right_2020_06_11_23_21_37_804.jpg, 0, 0, 0, 7.836665E-05
/Users/davidrafanan/Desktop/training_data/IMG/center_2020_06_11_23_21_37_909.jpg, /Users/davidrafanan/Desktop/training_data/IMG/left_2020_06_11_23_21_37_909.jpg, /Users/davidrafanan/Desktop/training_data/IMG/right_2020_06_11_23_21_37_909.jpg, 0, 0, 0, 7.849804E-05
/Users/davidrafanan/Desktop/training_data/IMG/center_2020_06_11_23_21_38_025.jpg, /Users/davidrafanan/Desktop/training_data/IMG/left_2020_06_11_23_21_38_025.jpg, /Users/davidrafanan/Desktop/training_data/IMG/right_2020_06_11_23_21_38_025.jpg, 0, 0, 0, 7.822709E-05
/Users/davidrafanan/Desktop/training_data/IMG/center_2020_06_11_23_21_38_137.jpg, /Users/davidrafanan/Desktop/training_data/IMG/left_2020_06_11_23_21_38_137.jpg, /Users/davidrafanan/Desktop/training_data/IMG/right_2020_06_11_23_21_38_137.jpg, 0, 0.2907357, 0, 0.2940471
/Users/davidrafanan/Desktop/training_data/IMG/center_2020_06_11_23_21_38_257.jpg, /Users/davidrafanan/Desktop/training_data/IMG/left_2020_06_11_23_21_38_257.jpg, /Users/davidrafanan/Desktop/training_data/IMG/right_2020_06_11_23_21_38_257.jpg, 0, 0.6872967, 0, 0.9991304
/Users/davidrafanan/Desktop/training_data/IMG/center_2020_06_11_23_21_38_358.jpg, /Users/davidrafanan/Desktop/training_data/IMG/left_2020_06_11_23_21_38_358.jpg, /Users/davidrafanan/Desktop/training_data/IMG/right_2020_06_11_23_21_38_358.jpg, 0, 0.96594, 0, 2.026631
/Users/davidrafanan/Desktop/training_data/IMG/center_2020_06_11_23_21_38_460.jpg, /Users/davidrafanan/Desktop/training_data/IMG/left_2020_06_11_23_21_38_460.jpg, /Users/davidrafanan/Desktop/training_data/IMG/right_2020_06_11_23_21_38_460.jpg, -0.06082821, 1, 0, 3.212284
/Users/davidrafanan/Desktop/training_data/IMG/center_2020_06_11_23_21_38_575.jpg, /Users/davidrafanan/Desktop/training_data/IMG/left_2020_06_11_23_21_38_575.jpg, /Users/davidrafanan/Desktop/training_data/IMG/right_2020_06_11_23_21_38_575.jpg, -0.280479, 1, 0, 4.599982
/Users/davidrafanan/Desktop/training_data/IMG/center_2020_06_11_23_21_38_704.jpg, /Users/davidrafanan/Desktop/training_data/IMG/left_2020_06_11_23_21_38_704.jpg, /Users/davidrafanan/Desktop/training_data/IMG/right_2020_06_11_23_21_38_704.jpg, 0, 1, 0, 6.215907
/Users/davidrafanan/Desktop/training_data/IMG/center_2020_06_11_23_21_38_824.jpg, /Users/davidrafanan/Desktop/training_data/IMG/left_2020_06_11_23_21_38_824.jpg, /Users/davidrafanan/Desktop/training_data/IMG/right_2020_06_11_23_21_38_824.jpg, 0, 1, 0, 7.587577
/Users/davidrafanan/Desktop/training_data/IMG/center_2020_06_11_23_21_38_928.jpg, /Users/davidrafanan/Desktop/training_data/IMG/left_2020_06_11_23_21_38_928.jpg, /Users/davidrafanan/Desktop/training_data/IMG/right_2020_06_11_23_21_38_928.jpg, 0, 1, 0, 8.718533
/Users/davidrafanan/Desktop/training_data/IMG/center_2020_06_11_23_21_39_037.jpg, /Users/davidrafanan/Desktop/training_data/IMG/left_2020_06_11_23_21_39_037.jpg, /Users/davidrafanan/Desktop/training_data/IMG/right_2020_06_11_23_21_39_037.jpg, 0, 1, 0, 9.838463
/Users/davidrafanan/Desktop/training_data/IMG/center_2020_06_11_23_21_39_140.jpg, /Users/davidrafanan/Desktop/training_data/IMG/left_2020_06_11_23_21_39_140.jpg, /Users/davidrafanan/Desktop/training_data/IMG/right_2020_06_11_23_21_39_140.jpg, -0.3079019, 1, 0, 10.91845
/Users/davidrafanan/Desktop/training_data/IMG/center_2020_06_11_23_21_39_271.jpg, /Users/davidrafanan/Desktop/training_data/IMG/left_2020_06_11_23_21_39_271.jpg, /Users/davidrafanan/Desktop/training_data/IMG/right_2020_06_11_23_21_39_271.jpg, -0.3449793, 1, 0, 12.40834
/Users/davidrafanan/Desktop/training_data/IMG/center_2020_06_11_23_21_39_377.jpg, /Users/davidrafanan/Desktop/training_data/IMG/left_2020_06_11_23_21_39_377.jpg, /Users/davidrafanan/Desktop/training_data/IMG/right_2020_06_11_23_21_39_377.jpg, -0.02333415, 1, 0, 13.41909
/Users/davidrafanan/Desktop/training_data/IMG/center_2020_06_11_23_21_39_488.jpg, /Users/davidrafanan/Desktop/training_data/IMG/left_2020_06_11_23_21_39_488.jpg, /Users/davidrafanan/Desktop/training_data/IMG/right_2020_06_11_23_21_39_488.jpg, 0, 1, 0, 14.73588
/Users/davidrafanan/Desktop/training_data/IMG/center_2020_06_11_23_21_39_595.jpg, /Users/davidrafanan/Desktop/training_data/IMG/left_2020_06_11_23_21_39_595.jpg, /Users/davidrafanan/Desktop/training_data/IMG/right_2020_06_11_23_21_39_595.jpg, 0, 1, 0, 15.70672
/Users/davidrafanan/Desktop/training_data/IMG/center_2020_06_11_23_21_39_704.jpg, /Users/davidrafanan/Desktop/training_data/IMG/left_2020_06_11_23_21_39_704.jpg, /Users/davidrafanan/Desktop/training_data/IMG/right_2020_06_11_23_21_39_704.jpg, 0, 1, 0, 16.94246
/Users/davidrafanan/Desktop/training_data/IMG/center_2020_06_11_23_21_39_832.jpg, /Users/davidrafanan/Desktop/training_data/IMG/left_2020_06_11_23_21_39_832.jpg, /Users/davidrafanan/Desktop/training_data/IMG/right_2020_06_11_23_21_39_832.jpg, -0.2404951, 1, 0, 18.16006
